show_id,title,Likes,Languages,Genres,Descriptions
s1172,Seaspiracy,95%,English,,"Seaspiracy is a 2021 documentary film about the environmental impact of fishing directed by and starring Ali Tabrizi, a British filmmaker. The film examines human impacts on marine life and advocates for ending fish consumption. Wikipedia"
s1173,Loyiso Gola: Unlearning,,,,"The South African comic serves up filter-free humour as he riffs about race, identity, politics, and a school prank gone wrong."
s1174,Men on a Mission,87%,Korean," Reality television, Chat show","Male comedians play high school students, welcoming star `transfer students' every week and engaging in battles of witty humour and slapstick."
s1175,Navillera,87%,Korean," Korean drama, Drama",A 70-year-old man with a dream and a 23-year-old man with a gift lift each other out of harsh realities and rise to the challenges of becoming ballet dancers.
s1246,Word Party,74%,English,,"Meet Bailey, Franny, Kip and Lulu, four cute and adorable baby animals, who want you to join in with the fun and help them learn."
s1181,Alien TV,69%,English,,"An alien TV news crew travels to the edge of their galaxy to report on a new world called Earth, encountering the bizarre customs and baffling inhabitants of the planet."
s1182,Country Comfort,92%,,Television comedy,"At a crossroads in her career, country singer Bailey takes a job as a nanny for cowboy Beau and his five children."
s1183,Formula 1: Drive to Survive,94%,English,Docudrama,"The drivers, managers and team owners in Formula 1 live life in the fast lane -- both on and off the track. This docuseries gives viewers exclusive, intimate access to the people in one of the world\'s greatest racing competitions. ""Formula 1: Drive to Survive"" reveals the true story of the high-octane sport, which goes beyond the fight to be No. 1. There\'s also a battle for the heart, soul and direction of the multibillion-dollar business. Storylines include changes that a team undergoes after an ownership change and the pressure felt to outperform other drivers.â€¦\xa0MORE"
s1185,The Yin Yang Master,64%,Chinese,,"A feud erupts between realms, and Yin Yang master Qing Ming teams up with disgraced guard Yuan Boya to vanquish a demonic threat as a conspiracy looms."
s1187,B: The Beginning,88%,Japanese," Anime, Action, Science fiction, Thriller, Psychological thriller","Genius investigator Keith Flick rejoins the royal police force, RIS, just as serial killer ""B"" emerges and commits a double murder. Mysterious youth Koku may be an ally of the group\'s -- or a target. When the RIS investigates a death that appears to be linked to B, Keith disagrees with the crime being connected to the criminal mastermind. An attack on a member of the RIS leads members of the group to suspect a traitor within their ranks. After being declared a murder suspect, Keith turns himself in. Koku is forced to fight for his survival.â€¦\xa0MORE"
s1188,Deadly Illusions,49%,,,The line between fiction and reality begins to blur when a struggling writer hires a woman to watch over her twin children.
s1189,Get the Goat,77%,Portuguese,,"Two hapless cops find themselves in over their heads as they cross paths with dangerous criminals while searching for Celestina, a beloved goat mascot."
s1190,Nate Bargatze: The Greatest Average American,,,,"Tennessee-born comedian, actor, and podcast host Nate Bargatze is back with his second hour-long Netflix original comedy special, Nate Bargatze: The Greatest Average American. Nate reflects on being part of the Oregon Trail generation, meeting his wife while working at Applebee's and the hilariously relatable moments of being a father and husband."
s1196,Operation Varsity Blues:Â TheÂ CollegeÂ AdmissionsÂ Scandal,72%,,,A deep dive into the fraudulent methods used by Rick Singer to get the children of rich and famous families into top American universities.
s1197,Under Suspicion: Uncovering the Wesphael Case,67%,,,"Belgian politician Bernard Wesphael is accused of murdering his wife in an Ostend hotel room on October 31, 2013."
s1199,RebellComedy: Straight Outta the Zoo,,,,"With their different approaches, these versatile comedians complement each other perfectly and bring outside perspectives to the stage."
s1201,Waffles + Mochi,87%,English,,"Former first lady Michelle Obama is joined by puppet pals to discover, cook and eat foods from around the world."
s1202,Abla Fahita: Drama Queen,62%,,,"Falsely incriminated, Abla Fahita is separated from her children, but the self-indulgent diva will stop at nothing to redeem herself and reunite her family."
s1203,C/O Kaadhal,59%,,,An anthology of four unusual short stories revolving around couples who strive hard to be with the one they love against all odds.
s1206,The Lost Pirate Kingdom,56%,," Television documentary, Historical drama",Real-life pirates of the Caribbean plunder the world's riches and form a surprisingly egalitarian republic.
s1207,Zero Chill,81%,English," Drama, Adolescence","Talented teen figure skater Kayla is forced to leave everything behind when her family follows her twin brother, Mac, to a prestigious hockey academy."
s1211,Love Alarm,89%,Korean,Romance,"In a world in which an app alerts people if someone in the vicinity likes them, Kim Jojo experiences young love while coping with personal adversities."
s1213,Paper Lives,75%,Turkish,,"Mehmet runs a solid waste warehouse in an impoverished Istanbul neighbourhood, where he helps everyone in need, especially homeless children and teenagers. One day, Mehmet meets a homeless 8-year-old boy who changes his life."
s1214,Paradise PD,85%,," Adult animation, Animated sitcom","This animated series geared toward adults follows a police department that doesn\'t do a great job of protecting the backwater, small town where it is located. The officers on the force are bad -- not in the sense of being no-nonsense or cool, but bad in the sense of doing a poor job of policing the town. With cops like these, there\'s no need for criminals. Leading the crew is Chief Randall Crawford, who is voiced by ""SpongeBob SquarePants"" actor Tom Kenny.â€¦\xa0MORE"
s1218,The One,78%,,,A police officer sets out to kill all versions of himself in a parallel universe in a bid to gain immortality.
s1219,YES DAY,77%,English,,"Always feeling like they have to say ""no"" to their kids, Allison and Carlos decide to give their three kids a ""Yes Day,"" during which the kids have 24 hours to make the rules."
s1221,Coven of Sisters,72%," Spanish, Basque",,"To postpone their execution, women accused of witchcraft lure their inquisitor into witnessing the witches' Sabbath."
s1224,Dealer,,,,
s1225,Last Chance U: Basketball,87%,,,"In East Los Angeles, a basketball coach with strong convictions leads young men who hope to fulfill major college potential."
s1226,Marriage or Mortgage,73%,,,A wedding planner and a real estate agent compete to win the hearts and budgets of couples who must choose between a fairytale wedding and a dream home.
s1249,Biggie: I Got a Story to Tell,67%,,,"Featuring rare footage and in-depth interviews, this documentary celebrates the life of The Notorious B.I.G. on his journey from hustler to rap king."
s1250,Blanche Gardin: The All-Nighter,,,,
s1251,Connected,,,,
s747,Awake,53%,English,,"Global hysteria ensues after a mysterious catastrophe wipes out all electronics and takes away humanity's ability to sleep. Scientists race against the clock to find a cure for the unexplained insomnia before its fatal effects eliminate the human race. When Jill, a former soldier, discovers her young daughter may be the key to salvation, she must decide whether to protect her children at all costs or sacrifice everything to save the world.â€¦\xa0MORE"
s749,"Fresh, Fried & Crispy",72%,,,"Passionate about food and ready for fun, critic Daym Drops drops in on America's smoking hot spots for the best, freshest takes on fried food."
s750,L.A.â€™s Finest,74%,," Action, Police procedural, Comedy drama","Sydney Burnett, an LAPD detective, gets paired with a new partner, Nancy McKenna. Although their personalities do not match, they always put forth their best efforts to take down criminals."
s751,Tragic Jungle,49%,Spanish,,"To escape an arranged marriage, a woman flees into the depths of the Mayan jungle, where untamed nature merges the human with the supernatural."
s756,Kitty Love: An Homage to Cats,55%,Dutch,,"Famous feline Abatutu presents this celebration of cats, showcasing their finest and friskiest moments with a collection of home videos."
s758,Breaking Boundaries: The Science Of Our Planet,96%,,,"Breaking Boundaries: The Science of Our Planet is a 2021 documentary film directed by Jon Clay, and presented by David Attenborough and Johan RockstrÃ¶m. Wikipedia"
s759,Feel Good,86%,," Romance, Comedy drama","Mae Martin, a comedian and recovering addict, tries to get a hold of her life but things complicate further when she starts dating George."
s762,Human: The World Within,82%,,,"Diverse personal stories from around the world reveal how lives, passions and goals are facilitated by the human body's various complex systems; narrator Jad Abumrad."
s763,Sweet & Sour,,,,"Sweet and sour is a generic term that encompasses many styles of sauce, cuisine and cooking methods. It is commonly used in East Asia and Southeast Asia, and has been used in England since the Middle Ages. Sweet and sour sauce remains popular in Asian and Western cuisines. Wikipedia"
s764,Sweet Tooth,94%,English," Apocalyptic and post-apocalyptic fiction, Drama","On a perilous adventure in a post-apocalyptic world, a boy who's half-human and half deer searches for a new beginning with a gruff protector."
s765,Trippin' with the Kandasamys,71%,,,"To rekindle their marriages, best friends-turned-in-laws Shanthi and Jennifer plan a couples' getaway. But it comes with all kinds of surprises."
s766,Xtreme,59%,Spanish,,A retired hit man -- along with his sister and a troubled teen -- takes revenge on his lethal stepbrother.
s619,America: The Motion Picture,46%,English,,A chainsaw-wielding George Washington teams up with beer-loving bro Sam Adams to take down the British in a tongue-in-cheek riff on the American Revolution.
s624,Mommy Issues,,,,
s625,Prime Time,,,,
s626,Somos.,,,,
s627,Sophie: A Murder in West Cork,74%," English, French",Television documentary,"A look at the life of Sophie Toscan du Plantier, and an investigation into her death in 1996. The murder, which became a national obsession in Ireland and France, has been surrounded by controversy from the outset, leaving a prime suspect who was never tried in Ireland but who has been found guilty in the court of public opinion."
